timestamp,data
0,709
1,707
2,699
3,706
4,711
5,718
6,726
7,733
8,743
9,747
10,745
11,745
12,747
13,731
14,726
15,724
16,720
17,704
18,706
19,702
20,707
21,714
22,716
23,729
24,744
25,737
26,744
27,748
28,744
29,745
30,732
31,724
32,712
33,712
34,709
35,709
36,707
37,706
38,714
39,726
40,737
41,729
42,744
43,746
44,749
45,741
46,743
47,731
48,721
49,714
50,707
51,711
52,704
53,707
54,705
55,722
56,730
57,733
58,743
59,752
60,745
61,740
62,740
63,735
64,726
65,718
66,710
67,713
68,698
69,709
70,710
71,718
72,728
73,728
74,740
75,745
76,750
77,743
78,747
79,736
80,732
81,725
82,715
83,712
84,712
85,702
86,707
87,707
88,722
89,719
90,731
91,740
92,745
93,745
94,744
95,744
96,733
97,733
98,715
99,713
100,708
101,708
102,709
103,709
104,716
105,723
106,736
107,735
108,741
109,748
110,748
111,743
112,745
113,737
114,725
115,717
116,713
117,711
118,705
119,704
120,711
121,715
122,727
123,732
124,738
125,742
126,745
127,753
128,740
129,735
130,731
131,717
132,712
133,711
134,706
135,710
136,709
137,712
138,718
139,728
140,740
141,744
142,743
143,749
144,745
145,740
146,731
147,732
148,719
149,711
150,704
151,706
152,701
153,708
154,716
155,727
156,735
157,737
158,742
159,749
160,749
161,745
162,742
163,733
164,721
165,718
166,705
167,707
168,703
169,701
170,713
171,723
172,733
173,737
174,742
175,748
176,741
177,750
178,743
179,739
180,722
181,720
182,712
183,710
184,708
185,703
186,708
187,712
188,725
189,731
190,740
191,744
192,750
193,743
194,748
195,744
196,726
197,723
198,721
199,709
200,704
201,709
202,706
203,708
204,715
205,723
206,734
207,744
208,743
209,746
210,744
211,750
212,738
213,728
214,729
215,715
216,709
217,705
218,706
219,706
220,713
221,724
222,732
223,736
224,740
225,741
226,747
227,746
228,738
229,733
230,727
231,714
232,707
233,710
234,710
235,702
236,714
237,717
238,726
239,738
240,739
241,743
242,748
243,748
244,744
245,739
246,726
247,720
248,718
249,708
250,703
251,704
252,711
253,716
254,724
255,730
