timestamp,data
0,727
1,728
2,724
3,724
4,728
5,729
6,729
7,724
8,722
9,731
10,721
11,729
12,729
13,723
14,724
15,729
16,723
17,724
18,732
19,724
20,728
21,730
22,723
23,723
24,727
25,728
26,726
27,727
28,731
29,726
30,728
31,726
32,729
33,728
34,726
35,730
36,726
37,722
38,724
39,724
40,723
41,723
42,723
43,723
44,725
45,726
46,729
47,723
48,729
49,730
50,726
51,728
52,727
53,726
54,722
55,726
56,724
57,725
58,729
59,730
60,729
61,724
62,728
63,724
64,720
65,724
66,725
67,728
68,725
69,730
70,722
71,724
72,728
73,723
74,728
75,725
76,728
77,727
78,728
79,722
80,722
81,726
82,729
83,725
84,722
85,725
86,724
87,722
88,731
89,733
90,724
91,727
92,728
93,726
94,726
95,731
96,724
97,723
98,726
99,728
100,727
101,724
102,729
103,728
104,724
105,725
106,732
107,726
108,729
109,725
110,723
111,732
112,730
113,723
114,728
115,729
116,727
117,726
118,729
119,727
120,720
121,725
122,731
123,723
124,724
125,726
126,724
127,724
128,728
129,728
130,725
131,724
132,731
133,725
134,730
135,727
136,728
137,722
138,727
139,730
140,724
141,725
142,732
143,724
144,725
145,723
146,726
147,728
148,726
149,726
150,730
151,725
152,726
153,724
154,729
155,723
156,724
157,727
158,726
159,727
160,721
161,728
162,722
163,725
164,726
165,728
166,723
167,727
168,725
169,727
170,724
171,730
172,729
173,723
174,728
175,727
176,720
177,728
178,726
179,720
180,725
181,731
182,727
183,724
184,726
185,729
186,726
187,728
188,733
189,727
190,724
191,727
192,728
193,729
194,730
195,729
196,728
197,726
198,730
199,726
200,724
201,725
202,725
203,728
204,726
205,727
206,728
207,733
208,727
209,722
210,728
211,724
212,730
213,724
214,725
215,728
216,732
217,727
218,725
219,728
220,726
221,724
222,731
223,726
224,727
225,730
226,727
227,728
228,727
229,727
230,724
231,730
232,726
233,730
234,727
235,732
236,720
237,725
238,726
239,726
240,728
241,729
242,724
243,724
244,719
245,724
246,727
247,728
248,730
249,723
250,723
251,725
252,730
253,723
254,728
255,732
