timestamp,data
0,740
1,732
2,730
3,718
4,717
5,715
6,720
7,730
8,735
9,742
10,748
11,756
12,753
13,757
14,755
15,745
16,739
17,737
18,729
19,717
20,718
21,722
22,718
23,724
24,729
25,738
26,743
27,752
28,756
29,754
30,756
31,751
32,750
33,744
34,730
35,722
36,723
37,719
38,718
39,721
40,728
41,737
42,743
43,746
44,756
45,757
46,758
47,753
48,750
49,748
50,738
51,722
52,722
53,722
54,719
55,719
56,724
57,731
58,734
59,744
60,749
61,757
62,760
63,757
64,753
65,748
66,744
67,729
68,730
69,724
70,718
71,718
72,718
73,720
74,734
75,743
76,741
77,756
78,757
79,759
80,754
81,754
82,742
83,738
84,728
85,723
86,716
87,723
88,717
89,722
90,726
91,737
92,748
93,752
94,753
95,754
96,755
97,756
98,747
99,740
100,737
101,729
102,719
103,717
104,714
105,720
106,726
107,731
108,732
109,750
110,756
111,750
112,757
113,758
114,757
115,744
116,738
117,730
118,724
119,719
120,717
121,722
122,722
123,727
124,733
125,742
126,752
127,747
128,756
129,764
130,758
131,748
132,745
133,735
134,726
135,724
136,721
137,722
138,715
139,721
140,730
141,740
142,740
143,750
144,755
145,755
146,757
147,747
148,746
149,740
150,730
151,724
152,718
153,717
154,713
155,718
156,728
157,734
158,742
159,748
160,760
161,753
162,757
163,760
164,747
165,740
166,734
167,731
168,728
169,720
170,717
171,722
172,721
173,732
174,733
175,742
176,753
177,754
178,755
179,762
180,748
181,746
182,745
183,734
184,726
185,718
186,720
187,719
188,719
189,727
190,737
191,744
192,741
193,755
194,758
195,760
196,751
197,751
198,742
199,743
200,727
201,720
202,719
203,718
204,710
205,722
206,732
207,733
208,743
209,750
210,757
211,754
212,757
213,760
214,751
215,740
216,734
217,726
218,724
219,720
220,715
221,723
222,723
223,735
224,736
225,740
226,750
227,757
228,750
229,755
230,751
231,744
232,739
233,731
234,731
235,722
236,717
237,716
238,722
239,728
240,731
241,745
242,747
243,762
244,755
245,755
246,758
247,751
248,740
249,734
250,728
251,716
252,720
253,713
254,720
255,724
