timestamp,data
0,729
1,737
2,741
3,753
4,754
5,759
6,754
7,752
8,744
9,739
10,735
11,724
12,720
13,718
14,719
15,720
16,729
17,736
18,732
19,752
20,752
21,754
22,755
23,756
24,756
25,742
26,734
27,732
28,721
29,721
30,716
31,716
32,721
33,729
34,738
35,741
36,752
37,757
38,756
39,759
40,760
41,746
42,740
43,736
44,727
45,722
46,716
47,720
48,718
49,725
50,729
51,737
52,745
53,755
54,757
55,759
56,756
57,754
58,746
59,736
60,729
61,724
62,722
63,718
64,715
65,722
66,727
67,729
68,741
69,755
70,755
71,760
72,755
73,759
74,755
75,745
76,739
77,728
78,719
79,714
80,718
81,726
82,723
83,726
84,736
85,744
86,749
87,756
88,758
89,754
90,756
91,742
92,743
93,739
94,722
95,723
96,718
97,716
98,721
99,731
100,736
101,736
102,748
103,754
104,753
105,759
106,753
107,750
108,746
109,735
110,731
111,724
112,721
113,718
114,716
115,727
116,727
117,737
118,745
119,755
120,752
121,758
122,759
123,759
124,748
125,742
126,735
127,720
128,723
129,719
130,714
131,719
132,729
133,732
134,741
135,750
136,751
137,756
138,758
139,762
140,748
141,746
142,739
143,731
144,730
145,717
146,718
147,720
148,720
149,730
150,734
151,742
152,744
153,756
154,759
155,756
156,756
157,752
158,740
159,737
160,729
161,723
162,716
163,721
164,719
165,728
166,731
167,737
168,749
169,750
170,754
171,751
172,756
173,754
174,745
175,737
176,732
177,720
178,719
179,719
180,719
181,720
182,728
183,726
184,741
185,752
186,754
187,755
188,767
189,752
190,749
191,744
192,732
193,730
194,725
195,717
196,714
197,714
198,721
199,728
200,735
201,750
202,752
203,748
204,755
205,760
206,757
207,746
208,743
209,734
210,724
211,716
212,719
213,717
214,718
215,722
216,735
217,739
218,750
219,756
220,756
221,760
222,758
223,755
224,748
225,736
226,726
227,721
228,719
229,720
230,715
231,726
232,730
233,735
234,748
235,750
236,760
237,757
238,758
239,748
240,752
241,737
242,734
243,731
244,720
245,714
246,721
247,723
248,723
249,735
250,737
251,749
252,753
253,756
254,758
255,751
