timestamp,data
0,720
1,725
2,728
3,734
4,748
5,750
6,758
7,759
8,756
9,754
10,750
11,739
12,732
13,725
14,724
15,720
16,723
17,724
18,730
19,740
20,740
21,750
22,752
23,760
24,756
25,758
26,751
27,748
28,734
29,731
30,728
31,725
32,717
33,717
34,724
35,736
36,741
37,744
38,755
39,756
40,752
41,761
42,758
43,745
44,743
45,740
46,730
47,722
48,720
49,721
50,718
51,727
52,737
53,742
54,748
55,752
56,760
57,755
58,758
59,748
60,748
61,738
62,733
63,729
64,722
65,723
66,719
67,724
68,730
69,732
70,746
71,754
72,757
73,761
74,764
75,754
76,751
77,745
78,735
79,726
80,724
81,720
82,720
83,722
84,726
85,733
86,743
87,746
88,754
89,764
90,757
91,757
92,757
93,744
94,739
95,736
96,725
97,720
98,717
99,716
100,722
101,727
102,736
103,746
104,752
105,750
106,755
107,767
108,756
109,754
110,744
111,737
112,728
113,727
114,716
115,719
116,723
117,731
118,729
119,741
120,745
121,753
122,756
123,760
124,757
125,751
126,748
127,743
128,735
129,723
130,727
131,723
132,718
133,720
134,729
135,738
136,740
137,750
138,759
139,755
140,758
141,757
142,750
143,744
144,743
145,733
146,719
147,716
148,724
149,724
150,724
151,731
152,737
153,747
154,749
155,760
156,760
157,755
158,754
159,750
160,741
161,736
162,727
163,723
164,717
165,717
166,725
167,733
168,730
169,737
170,748
171,754
172,751
173,763
174,763
175,752
176,746
177,739
178,729
179,724
180,727
181,719
182,716
183,721
184,734
185,733
186,742
187,747
188,759
189,756
190,759
191,751
192,752
193,744
194,738
195,733
196,719
197,725
198,720
199,717
200,732
201,729
202,738
203,750
204,757
205,757
206,761
207,757
208,752
209,748
210,740
211,735
212,733
213,719
214,721
215,720
216,725
217,726
218,733
219,739
220,745
221,754
222,756
223,755
224,761
225,746
226,743
227,739
228,740
229,722
230,718
231,721
232,724
233,720
234,730
235,736
236,745
237,754
238,762
239,762
240,751
241,759
242,755
243,742
244,731
245,728
246,726
247,720
248,715
249,721
250,726
251,729
252,741
253,748
254,756
255,753
