timestamp,data
0,758
1,760
2,758
3,746
4,742
5,737
6,723
7,721
8,724
9,719
10,723
11,723
12,731
13,744
14,751
15,754
16,764
17,759
18,758
19,750
20,743
21,738
22,733
23,724
24,725
25,717
26,717
27,726
28,729
29,731
30,744
31,753
32,754
33,754
34,762
35,752
36,757
37,742
38,735
39,727
40,724
41,718
42,716
43,720
44,727
45,730
46,738
47,752
48,752
49,762
50,758
51,761
52,756
53,749
54,742
55,733
56,726
57,719
58,716
59,722
60,729
61,726
62,734
63,743
64,748
65,757
66,758
67,755
68,758
69,746
70,743
71,734
72,729
73,726
74,722
75,715
76,722
77,727
78,733
79,739
80,751
81,755
82,757
83,759
84,761
85,758
86,750
87,739
88,740
89,728
90,718
91,722
92,718
93,722
94,725
95,731
96,744
97,751
98,752
99,761
100,756
101,758
102,752
103,745
104,741
105,732
106,730
107,721
108,721
109,726
110,721
111,736
112,743
113,742
114,755
115,753
116,758
117,756
118,752
119,748
120,735
121,738
122,725
123,722
124,723
125,719
126,728
127,724
128,735
129,746
130,747
131,752
132,758
133,763
134,756
135,759
136,746
137,740
138,729
139,722
140,718
141,720
142,718
143,723
144,732
145,737
146,742
147,748
148,760
149,762
150,764
151,756
152,754
153,744
154,734
155,726
156,726
157,719
158,721
159,719
160,728
161,734
162,739
163,748
164,757
165,754
166,757
167,754
168,753
169,748
170,743
171,734
172,726
173,722
174,721
175,718
176,721
177,726
178,736
179,741
180,747
181,764
182,754
183,763
184,751
185,748
186,746
187,734
188,732
189,725
190,717
191,716
192,723
193,725
194,729
195,740
196,744
197,754
198,756
199,760
200,756
201,756
202,749
203,746
204,730
205,727
206,722
207,717
208,722
209,718
210,734
211,736
212,743
213,753
214,754
215,754
216,757
217,765
218,753
219,749
220,740
221,733
222,726
223,716
224,724
225,719
226,723
227,734
228,738
229,742
230,749
231,759
232,758
233,760
234,755
235,747
236,743
237,735
238,728
239,723
240,720
241,719
242,718
243,722
244,740
245,734
246,752
247,755
248,758
249,757
250,760
251,751
252,750
253,742
254,730
255,728
