timestamp,data
0,748
1,755
2,764
3,759
4,753
5,749
6,738
7,736
8,729
9,721
10,723
11,720
12,717
13,726
14,740
15,746
16,748
17,760
18,755
19,758
20,761
21,746
22,743
23,739
24,729
25,729
26,724
27,722
28,724
29,729
30,727
31,738
32,746
33,754
34,762
35,756
36,762
37,759
38,750
39,748
40,734
41,728
42,725
43,724
44,719
45,723
46,734
47,732
48,738
49,752
50,758
51,755
52,764
53,759
54,753
55,747
56,739
57,736
58,721
59,723
60,728
61,712
62,719
63,730
64,734
65,747
66,748
67,750
68,763
69,755
70,755
71,751
72,744
73,739
74,727
75,724
76,729
77,720
78,724
79,732
80,729
81,739
82,746
83,752
84,761
85,756
86,763
87,759
88,746
89,746
90,738
91,723
92,721
93,716
94,720
95,722
96,725
97,730
98,747
99,750
100,753
101,760
102,757
103,760
104,748
105,748
106,736
107,731
108,724
109,715
110,717
111,717
112,725
113,733
114,737
115,748
116,751
117,758
118,760
119,755
120,751
121,751
122,744
123,732
124,729
125,724
126,722
127,720
128,718
129,724
130,731
131,734
132,747
133,755
134,758
135,755
136,755
137,753
138,750
139,737
140,732
141,724
142,721
143,715
144,721
145,724
146,732
147,738
148,744
149,748
150,750
151,760
152,761
153,760
154,742
155,740
156,736
157,732
158,726
159,716
160,716
161,720
162,726
163,732
164,743
165,743
166,756
167,756
168,760
169,761
170,755
171,744
172,738
173,733
174,726
175,726
176,719
177,715
178,722
179,730
180,738
181,741
182,746
183,754
184,756
185,763
186,758
187,755
188,748
189,734
190,734
191,723
192,719
193,726
194,716
195,727
196,732
197,737
198,746
199,748
200,760
201,764
202,756
203,754
204,746
205,739
206,735
207,732
208,724
209,721
210,724
211,723
212,727
213,734
214,742
215,746
216,753
217,758
218,755
219,762
220,749
221,747
222,737
223,735
224,724
225,723
226,718
227,722
228,728
229,728
230,738
231,746
232,749
233,755
234,758
235,762
236,758
237,746
238,746
239,736
240,726
241,722
242,718
243,720
244,725
245,725
246,736
247,737
248,753
249,754
250,756
251,755
252,761
253,751
254,751
255,742
