timestamp,data
0,760
1,765
2,757
3,749
4,743
5,736
6,725
7,726
8,728
9,713
10,719
11,724
12,724
13,736
14,750
15,751
16,756
17,754
18,756
19,750
20,749
21,741
22,736
23,725
24,722
25,724
26,719
27,719
28,729
29,739
30,746
31,750
32,753
33,758
34,755
35,754
36,755
37,748
38,738
39,731
40,730
41,716
42,722
43,715
44,726
45,729
46,730
47,745
48,750
49,751
50,757
51,760
52,749
53,748
54,747
55,732
56,733
57,728
58,721
59,716
60,724
61,728
62,735
63,741
64,748
65,756
66,757
67,757
68,760
69,750
70,746
71,740
72,729
73,723
74,723
75,726
76,716
77,726
78,729
79,736
80,742
81,758
82,752
83,761
84,756
85,757
86,757
87,744
88,735
89,728
90,726
91,718
92,713
93,720
94,727
95,731
96,738
97,748
98,751
99,762
100,764
101,757
102,753
103,753
104,739
105,737
106,729
107,724
108,720
109,713
110,726
111,726
112,734
113,746
114,756
115,758
116,759
117,760
118,756
119,750
120,744
121,736
122,730
123,722
124,719
125,720
126,720
127,724
128,731
129,738
130,746
131,750
132,752
133,759
134,759
135,753
136,746
137,748
138,736
139,729
140,724
141,723
142,718
143,719
144,732
145,733
146,739
147,746
148,754
149,758
150,762
151,754
152,751
153,748
154,738
155,735
156,727
157,722
158,716
159,718
160,722
161,726
162,732
163,743
164,755
165,754
166,762
167,764
168,752
169,748
170,746
171,730
172,731
173,726
174,722
175,717
176,715
177,722
178,733
179,742
180,747
181,754
182,760
183,759
184,759
185,752
186,749
187,734
188,734
189,727
190,721
191,715
192,720
193,722
194,729
195,733
196,737
197,749
198,756
199,757
200,759
201,763
202,746
203,743
204,740
205,730
206,724
207,720
208,725
209,720
210,720
211,729
212,741
213,745
214,750
215,757
216,755
217,756
218,757
219,746
220,746
221,734
222,728
223,723
224,722
225,722
226,721
227,730
228,736
229,736
230,746
231,755
232,752
233,760
234,759
235,750
236,748
237,738
238,730
239,724
240,718
241,724
242,719
243,726
244,728
245,736
246,748
247,750
248,761
249,756
250,758
251,760
252,754
253,744
254,736
255,730
