timestamp,data
0,739
1,742
2,751
3,753
4,758
5,760
6,753
7,750
8,747
9,739
10,729
11,728
12,721
13,722
14,715
15,725
16,737
17,741
18,750
19,751
20,754
21,761
22,763
23,756
24,751
25,743
26,735
27,732
28,720
29,719
30,721
31,725
32,730
33,733
34,743
35,748
36,756
37,758
38,757
39,760
40,752
41,744
42,740
43,728
44,720
45,718
46,720
47,714
48,723
49,729
50,742
51,740
52,749
53,760
54,759
55,759
56,753
57,751
58,740
59,734
60,734
61,728
62,723
63,723
64,720
65,727
66,734
67,742
68,749
69,750
70,757
71,765
72,756
73,752
74,749
75,734
76,733
77,721
78,724
79,720
80,716
81,726
82,727
83,737
84,747
85,749
86,756
87,766
88,755
89,756
90,749
91,741
92,737
93,730
94,723
95,720
96,712
97,719
98,728
99,727
100,738
101,748
102,750
103,759
104,760
105,760
106,755
107,748
108,742
109,730
110,727
111,728
112,723
113,718
114,723
115,731
116,732
117,743
118,753
119,757
120,757
121,764
122,751
123,754
124,745
125,734
126,732
127,726
128,719
129,719
130,720
131,724
132,737
133,736
134,747
135,752
136,754
137,759
138,763
139,755
140,746
141,744
142,732
143,726
144,725
145,720
146,717
147,722
148,731
149,733
150,742
151,750
152,756
153,754
154,759
155,760
156,750
157,747
158,744
159,727
160,724
161,722
162,724
163,712
164,721
165,729
166,736
167,741
168,753
169,761
170,756
171,763
172,759
173,746
174,744
175,734
176,729
177,723
178,722
179,721
180,724
181,727
182,733
183,740
184,746
185,754
186,751
187,760
188,759
189,749
190,745
191,745
192,729
193,724
194,724
195,722
196,720
197,724
198,731
199,736
200,742
201,752
202,755
203,754
204,761
205,755
206,752
207,744
208,738
209,730
210,725
211,723
212,719
213,722
214,722
215,731
216,744
217,750
218,751
219,758
220,756
221,759
222,754
223,745
224,746
225,736
226,730
227,721
228,726
229,719
230,715
231,731
232,738
233,742
234,750
235,753
236,762
237,758
238,758
239,750
240,747
241,744
242,729
243,727
244,723
245,718
246,720
247,730
248,730
249,736
250,745
251,755
252,754
253,761
254,761
255,751
