timestamp,data
0,732
1,727
2,719
3,723
4,720
5,717
6,728
7,736
8,736
9,749
10,759
11,755
12,760
13,760
14,760
15,742
16,737
17,736
18,727
19,722
20,720
21,719
22,724
23,733
24,736
25,744
26,752
27,758
28,756
29,761
30,756
31,749
32,745
33,736
34,737
35,721
36,722
37,723
38,720
39,729
40,730
41,740
42,745
43,750
44,759
45,755
46,764
47,756
48,752
49,748
50,733
51,727
52,727
53,717
54,722
55,721
56,731
57,738
58,739
59,751
60,762
61,755
62,758
63,755
64,749
65,740
66,738
67,732
68,722
69,719
70,718
71,710
72,726
73,731
74,741
75,748
76,754
77,757
78,759
79,754
80,755
81,748
82,749
83,732
84,720
85,725
86,715
87,713
88,720
89,727
90,725
91,744
92,755
93,748
94,758
95,755
96,758
97,748
98,748
99,743
100,728
101,725
102,720
103,719
104,720
105,728
106,733
107,740
108,743
109,752
110,755
111,760
112,754
113,756
114,748
115,742
116,738
117,726
118,727
119,719
120,719
121,723
122,725
123,732
124,736
125,751
126,754
127,760
128,755
129,759
130,752
131,753
132,746
133,731
134,729
135,725
136,716
137,722
138,725
139,728
140,740
141,743
142,751
143,757
144,755
145,765
146,752
147,750
148,743
149,740
150,729
151,722
152,724
153,717
154,723
155,728
156,732
157,739
158,749
159,756
160,754
161,762
162,758
163,752
164,747
165,744
166,740
167,722
168,722
169,726
170,717
171,719
172,734
173,730
174,743
175,753
176,752
177,760
178,755
179,759
180,753
181,743
182,739
183,734
184,719
185,724
186,720
187,718
188,732
189,729
190,737
191,745
192,756
193,760
194,757
195,759
196,753
197,749
198,745
199,734
200,730
201,718
202,723
203,723
204,717
205,728
206,734
207,742
208,750
209,754
210,758
211,761
212,756
213,754
214,743
215,740
216,728
217,723
218,716
219,716
220,724
221,723
222,731
223,736
224,744
225,750
226,761
227,761
228,762
229,756
230,749
231,745
232,736
233,735
234,718
235,719
236,722
237,720
238,730
239,736
240,742
241,746
242,760
243,756
244,762
245,757
246,755
247,746
248,741
249,734
250,719
251,722
252,722
253,717
254,718
255,731
