timestamp,data
0,724
1,734
2,740
3,744
4,754
5,758
6,755
7,760
8,757
9,752
10,741
11,738
12,730
13,720
14,721
15,715
16,720
17,725
18,734
19,735
20,744
21,755
22,759
23,760
24,756
25,755
26,744
27,737
28,734
29,729
30,722
31,716
32,720
33,727
34,727
35,737
36,740
37,750
38,753
39,757
40,759
41,760
42,750
43,744
44,734
45,728
46,726
47,715
48,717
49,723
50,725
51,730
52,738
53,743
54,761
55,756
56,756
57,758
58,753
59,749
60,735
61,730
62,725
63,724
64,718
65,719
66,722
67,724
68,736
69,740
70,747
71,756
72,758
73,758
74,762
75,754
76,743
77,738
78,735
79,723
80,720
81,720
82,722
83,722
84,724
85,738
86,748
87,750
88,755
89,755
90,757
91,758
92,745
93,739
94,736
95,724
96,722
97,721
98,720
99,720
100,726
101,732
102,741
103,752
104,752
105,758
106,759
107,761
108,752
109,747
110,738
111,733
112,723
113,721
114,720
115,717
116,722
117,730
118,737
119,747
120,751
121,762
122,760
123,758
124,757
125,751
126,746
127,733
128,729
129,722
130,718
131,720
132,721
133,725
134,734
135,736
136,745
137,754
138,755
139,758
140,761
141,750
142,744
143,743
144,739
145,727
146,724
147,722
148,719
149,723
150,726
151,734
152,742
153,747
154,756
155,754
156,754
157,762
158,748
159,744
160,738
161,728
162,720
163,716
164,720
165,720
166,728
167,728
168,737
169,746
170,745
171,756
172,758
173,756
174,756
175,754
176,740
177,732
178,733
179,724
180,722
181,714
182,715
183,730
184,735
185,741
186,748
187,756
188,755
189,756
190,759
191,756
192,745
193,737
194,733
195,732
196,724
197,721
198,719
199,725
200,727
201,739
202,739
203,747
204,755
205,758
206,760
207,757
208,753
209,744
210,741
211,729
212,720
213,724
214,715
215,719
216,733
217,732
218,737
219,744
220,749
221,759
222,760
223,763
224,755
225,753
226,740
227,731
228,722
229,722
230,719
231,719
232,723
233,720
234,734
235,748
236,754
237,751
238,765
239,761
240,754
241,754
242,742
243,735
244,730
245,726
246,724
247,714
248,715
249,724
250,731
251,736
252,740
253,749
254,763
255,755
